		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22016	¬NF1  & NRAS   |  ¬CREBBP  & NF2 	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.028664	NaN	NaN	0	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22017	¬NF1  & NRAS   |  BRAF  & NF2 	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.028664	0	0.27768	0.16788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22018	¬KRAS  & NRAS   |  ¬CREBBP  & NF2 	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.028664	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22019	¬d(FANCG,PAX5)  & NRAS   |  ¬CREBBP  & NF2 	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	0.028664	NaN	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22020	¬CREBBP  & NRAS   |  NF2  & ¬TGFB-DOWN 	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.028664	NaN 
																					 
Model 22021	NRAS  & ¬TGFB-UP   |  ¬KRAS  & NF2 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.028664	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 22022	¬CREBBP  & NRAS   |  ¬KRAS  & NF2 	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0.028664	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22023	¬BRAF  & NRAS   |  NF2  & ¬EP300 	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	0.27768	0.20789	NaN	0.028664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22024	NF2  & ¬TGFB-DOWN   |  NRAS  & ¬IL-1-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.028664	NaN 
																					 
Model 22025	NF2  & ¬TGFB-DOWN   |  NRAS 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.028664	NaN 
																					 
Model 22026	¬KRAS  & NF2   |  NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.028664	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2211	BRAF  & NF2   |  NRAS 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.035279	NaN	0.17187	0.17783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2212	¬NF1  & PI3K_only-DOWN   |  ¬NF1  & NF2 	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
		0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.22059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17187	NaN	NaN 
																					 
Model 2213	PTEN  & ¬NF1   |  ¬NF1  & NF2 	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.17187	NaN	NaN	NaN	NaN	NaN	0	NaN	0.22059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2214	¬CREBBP  & NF2   |  NRAS 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.035279	NaN	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2215	¬CREBBP  & NRAS   |  NF2  & ¬TGFB-DOWN 	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.035279	NaN 
																					 
Model 2216	NRAS   |  NF2  & ¬TGFB-DOWN 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.035279	NaN 
																					 
Model 2217	PTEN  & ¬NF1   |  NF2  & ¬TGFB-DOWN 	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	0.17187	NaN	NaN	NaN	NaN	NaN	0.1467	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.035279	NaN 
																					 
Model 2218	PTEN  & PI3K_only-DOWN   |  NF2  & ¬TGFB-DOWN 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1467	0.035279	NaN 
																					 
Model 2219	PTEN  & ¬NF1   |  ¬KRAS  & NF2 	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.17187	NaN	NaN	NaN	0.035279	NaN	0.1467	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22110	BRAF  & NF2   |  PTEN  & NRAS 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.035279	NaN	0.1467	0.17783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22111	¬KRAS  & NF2   |  PTEN  & NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	0.035279	NaN	NaN	0.1467	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22112	¬CREBBP  & NF2   |  NRAS  & ¬EP300 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.035279	NaN	NaN	NaN	0.17187	0.25587	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22113	¬KRAS  & NF2   |  ¬KRAS  & NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22114	PTEN  & PI3K_only-DOWN   |  ¬KRAS  & NF2 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	0.035279	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1467	NaN	NaN 
																					 
Model 22115	¬CREBBP  & NF2   |  NRAS  & ¬TGFB-DOWN 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.035279	NaN	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 22116	¬CREBBP  & NF2   |  PTEN  & ¬NF1 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.17187	NaN	NaN	0.035279	NaN	NaN	0.1467	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22117	¬CREBBP  & NF2   |  ¬KRAS  & NRAS 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.035279	0	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22118	PTEN  & ¬NF1   |  ¬CREBBP  & NF2 	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.17187	NaN	NaN	0.035279	NaN	NaN	0.1467	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22119	NF2  & ¬TGFB-DOWN   |  ¬KRAS  & NRAS 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.035279	NaN 
																					 
Model 22120	¬CREBBP  & NF2   |  ¬d19p12  & NRAS 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0.035279	NaN	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22121	¬KRAS  & NF2   |  NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.035279	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22122	¬CREBBP  & PI3K_only-DOWN   |  ¬KRAS  & NF2 	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0.035279	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17187	NaN	NaN 
																					 
Model 22123	NRAS   |  ¬CREBBP  & NF2 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.035279	NaN	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22124	PTEN  & NRAS   |  NF2  & ¬EP300 	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	0.1467	0.25587	NaN	0.035279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22125	NRAS   |  ¬KRAS  & NF2 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.035279	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22126	¬KRAS  & NF2   |  ¬CREBBP  & NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0.035279	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2221	NF2  & ¬TGFB-DOWN   |  ¬BRAF  & NRAS 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	0.16675	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.044013	NaN 
																					 
Model 2222	NF2  & ¬TGFB-DOWN   |  ¬BRAF  & ¬H2O2-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.17007	NaN	NaN	0.31921	NaN	NaN	NaN	NaN	NaN	0.12488	NaN	NaN	NaN	0	NaN 
																					 
Model 2223	¬BRAF  & ¬H2O2-UP   |  NF2  & ¬TGFB-DOWN 	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.17007	NaN	NaN	0.31921	NaN	NaN	NaN	NaN	NaN	0.12488	NaN	NaN	NaN	0	NaN 
																					 
Model 2224	¬BRAF  & NRAS   |  NF2  & ¬TGFB-DOWN 	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	0.16675	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.044013	NaN 
																					 
Model 2225	¬CREBBP  & NF2   |  ¬BRAF  & NRAS 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.044013	NaN	0	NaN	0.16675	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2226	¬KRAS  & NF2   |  ¬BRAF  & NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.044013	0	NaN	0.16675	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2227	¬KRAS  & NF2   |  NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.044013	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2228	¬CREBBP  & NF2   |  NRAS 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.044013	NaN	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2229	BRAF  & NF2   |  NRAS 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.044013	NaN	0.21195	0.25778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22210	¬CREBBP  & NF2   |  ¬d19p12  & NRAS 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0.044013	NaN	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22211	NF2  & ¬TGFB-DOWN   |  NRAS 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.044013	NaN 
																					 
Model 22212	¬KRAS  & NF2   |  ¬CREBBP  & NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0.044013	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22213	NF2  & ¬EP300   |  NRAS 	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21195	0.31921	NaN	0.044013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22214	BRAF  & NF2   |  ¬BRAF  & ¬H2O2-UP 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.25778	NaN	NaN	NaN	NaN	NaN	0.12488	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22215	BRAF  & NF2   |  ¬CREBBP  & NRAS 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	0.044013	NaN	0.21195	0.25778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22216	BRAF  & NF2   |  NRAS  & ¬NF2 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.044013	NaN	0.21195	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22217	NF2  & ¬TGFB-DOWN   |  NRAS  & ¬NF2 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21195	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.044013	NaN 
																					 
Model 22218	NF2  & ¬TGFB-DOWN   |  ¬d(FANCG,PAX5)  & NRAS 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0 
		0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.044013	NaN 
																					 
Model 22219	BRAF  & NF2   |  ¬BRAF  & NRAS 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	0.16675	0.25778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22220	¬CREBBP  & NF2   |  ¬CREBBP  & NRAS 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22221	¬KRAS  & NF2   |  ¬KRAS  & NRAS 	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22222	¬KRAS  & NRAS   |  ¬KRAS  & NF2 	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22223	¬KRAS  & NRAS   |  ¬CREBBP  & NF2 	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.044013	0	NaN	NaN	0.21195	0.31921	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22224	NRAS  & ¬CDKN2A   |  ¬CREBBP  & NF2 	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.044013	NaN	NaN	NaN	0.21195	0.31921	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22225	¬CREBBP  & NRAS   |  NF2  & ¬H2O2-UP 	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	0.21195	0.25563	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22226	¬CREBBP  & NF2   |  ¬BRAF  & ¬H2O2-UP 	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
