Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 13324	¬CREBBP  & NRAS  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.5637	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13325	¬CREBBP  & NRAS  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.5637	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13326	¬NF1  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.24694	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1341	NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29238	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1342	¬NF1  & NRAS  & ¬CDKN2A 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.076528	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1343	¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.11489	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1344	¬CREBBP  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0.098438	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1345	NRAS  & ¬NF2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34348	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1346	¬d(FANCG,PAX5)  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0.020232	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1347	NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.15476	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1348	¬NF1  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.029256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1349	¬NF1  & NRAS  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.11588	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 13410	NRAS  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.21021	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 13411	¬KRAS  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	1/0.084709	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13412	¬CREBBP  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	1/0.30481	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13413	NRAS  & ¬CDKN2A  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18558	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13414	NRAS  & ¬H2O2-UP  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.15574	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 13415	¬d(FANCG,PAX5)  & ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	1/0.11555	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13416	¬d(FANCG,PAX5)  & ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.12928	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13417	¬d(FANCG,PAX5)  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	1/0.24034	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13418	¬d(FANCG,PAX5)  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.060098	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13419	¬CREBBP  & ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	1/0.22394	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13420	¬CREBBP  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.1383	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13421	¬CREBBP  & NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.44284	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13422	¬CREBBP  & NRAS  & ¬CDKN2A 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.18558	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13423	¬CREBBP  & NRAS  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.22394	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13424	¬CREBBP  & NRAS  & ¬PIK3CA 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.12841	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13425	¬CREBBP  & NRAS  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.22394	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13426	¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.22394	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1351	NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30387	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1352	¬d(FANCG,PAX5)  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1353	¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.081668	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1354	¬BRAF  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0.12975	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1355	¬BRAF  & NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.22831	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1356	NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.40773	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1357	¬d19p12  & NRAS  & ¬NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.40823	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1358	¬d19p12  & NRAS 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2121	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1359	¬d19p12  & ¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11372	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13510	¬d(FANCG,PAX5)  & ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	1/0.082354	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13511	¬d(FANCG,PAX5)  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	1/0.1618	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13512	¬d(FANCG,PAX5)  & ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.096621	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13513	¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.1945	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13514	¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.18023	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13515	¬KRAS  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	1/0.22831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13516	¬KRAS  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	1/0.0503	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13517	¬CREBBP  & ¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	1/0.1945	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13518	¬CREBBP  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	1/0.22831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13519	¬CREBBP  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0.064568	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13520	¬CREBBP  & NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.42199	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13521	¬CREBBP  & NRAS  & ¬CDKN2A 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.15463	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13522	¬KRAS  & NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.40773	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13523	¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25967	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13524	¬BRAF  & NRAS  & ¬CDKN2A 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25967	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13525	¬BRAF  & NRAS  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.22831	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13526	¬BRAF  & NRAS  & ¬PIK3CA 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25967	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1401	¬KRAS  & NRAS  & ¬H2O2-UP 	 0.52866	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.16768	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1402	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.089899	0/NaN	0/NaN	-1/0	-1/0.11919	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.081328	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1403	NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19635	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1404	NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27768	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1405	¬CREBBP  & ¬BRAF  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	-1/0	1/0.17029	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1406	¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.31769	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1407	¬KRAS  & ¬BRAF  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	-1/0	1/0.17029	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1408	¬KRAS  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	1/0.13028	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1409	¬d(FANCG,PAX5)  & ¬CREBBP  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	-1/0	1/0.053423	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14010	¬KRAS  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.24901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14011	¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.15895	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14012	¬d(FANCG,PAX5)  & ¬KRAS  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	-1/0	-1/0	0/NaN	1/0.19958	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14013	¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18824	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14014	¬d(FANCG,PAX5)  & ¬NF1  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14015	¬CREBBP  & ¬KRAS  & ¬BRAF  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	-1/0	0/NaN	1/0.28902	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14016	¬d(FANCG,PAX5)  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0.069049	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14017	¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.26205	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14018	¬d(FANCG,PAX5)  & ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.17261	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14019	¬BRAF  & ¬NF1  & NRAS  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0.17029	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14020	¬NF1  & NRAS  & ¬TGFB-UP  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.13122	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0 /NaN 
Model 14021	¬NF1  & NRAS  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.13028	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14022	¬KRAS  & ¬NF1  & NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	1/0.33817	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14023	¬KRAS  & ¬BRAF  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	1/0.20769	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14024	¬KRAS  & ¬NF1  & NRAS  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	1/0.14332	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14025	¬d(FANCG,PAX5)  & ¬NF1  & NRAS  & ¬NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0.24828	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14026	¬d(FANCG,PAX5)  & ¬CREBBP  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.091284	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1411	¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1412	¬KRAS  & NF2  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	1/0.53355	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 1413	¬CREBBP  & NF2  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/NaN	1/0.53355	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 1414	¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1415	¬CREBBP  & ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1416	¬CREBBP  & ¬KRAS  & NF2  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.53355	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 1417	¬CREBBP  & ¬KRAS  & NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1418	¬CREBBP  & NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
