		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
	Feature Importance Scores:	NaN	0	0.28602	NaN	NaN	NaN	0.098283	0.11032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1446	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 查13q14.2 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	0.098283	NaN	0.28602	NaN	NaN	NaN	NaN	0.17553	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1447	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 曷GFB-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	0.098283	NaN	0.31265	NaN	NaN	NaN	NaN	0.17553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 1448	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 星I3K_only-DOWN 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	0.098283	NaN	0.31265	NaN	NaN	NaN	NaN	0.17553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 1449	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 查13q14.2 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.28602	NaN	NaN	NaN	0.098283	0.11032	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14410	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 曷GFB-UP 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.28602	NaN	NaN	NaN	0.098283	0.11032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14411	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 星I3K_only-DOWN 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	0.28602	NaN	NaN	NaN	0.098283	0.17553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 1451	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 斫2O2-UP 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.26909	NaN	NaN	NaN	0.092467	0.10379	NaN	NaN	NaN	NaN	NaN	NaN	0.00020832	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1452	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0.092467	NaN	0.26909	NaN	NaN	NaN	NaN	0.16514	NaN	NaN	NaN	NaN	NaN	NaN	0.00020832	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1453	BRAF 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.38209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1454	查(FANCG,PAX5)  & BRAF 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.16682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1455	查(FANCG,PAX5)  & BRAF  & 昧F1 	0	0	-1	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.074351	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1456	查(FANCG,PAX5)  & BRAF  & 昧F1  & 昧RAS 	0	0	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1457	查(FANCG,PAX5)  & BRAF  & 昧RAS 	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.063028	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1458	查(FANCG,PAX5)  & BRAF  & 斫2O2-UP 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.16661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1459	查(FANCG,PAX5)  & BRAF  & 曷GFB-UP 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.19646	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14510	查(FANCG,PAX5)  & BRAF  & 星I3K_only-DOWN 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.22817	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 14511	查(FANCG,PAX5)  & BRAF  & 斫2O2-UP  & 曷GFB-UP 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.19626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN 
																					 
Model 14512	查(FANCG,PAX5)  & BRAF  & 斫2O2-UP  & 星I3K_only-DOWN 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.22796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN 
																					 
Model 14513	查(FANCG,PAX5)  & BRAF  & 曷GFB-UP  & 星I3K_only-DOWN 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.25781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN 
																					 
Model 14514	查(FANCG,PAX5)  & BRAF  & 昧RAS  & 斫2O2-UP 	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.06282	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14515	查(FANCG,PAX5)  & BRAF  & 昧RAS  & 曷GFB-UP 	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.092675	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14516	查(FANCG,PAX5)  & BRAF  & 昧RAS  & 星I3K_only-DOWN 	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.063028	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 14517	星TEN  & BRAF 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.4048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14518	星TEN  & BRAF  & 昧F1 	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.4048	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14519	星TEN  & 查(FANCG,PAX5)  & BRAF 	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0	NaN	NaN	0.1357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14520	星TEN  & 查(FANCG,PAX5)  & BRAF  & 昧F1 	-1	0	-1	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0	NaN	NaN	0.1357	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14521	星TEN  & BRAF  & 昧RAS 	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.23966	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14522	星TEN  & BRAF  & 昧RAS  & 斫2O2-UP 	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.23945	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14523	星TEN  & BRAF  & 昧RAS  & 曷GFB-UP 	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.2693	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14524	星TEN  & BRAF  & 昧RAS  & 星I3K_only-DOWN 	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.23966	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 14525	星TEN  & 查(FANCG,PAX5)  & BRAF  & 昧RAS 	-1	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14526	星TEN  & BRAF  & 昧F1  & 昧RAS 	-1	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.23966	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2101	BRAF  | PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
CV error: 0.35216	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 2102	CREBBP  | BRAF 	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.036371	NaN	0.30819	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2103	KRAS  | BRAF 	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.036371	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2104	BRAF  | NF2 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.35672	NaN	NaN	0.036371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2105	BRAF  | EP300 	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.30819	NaN	NaN	NaN	NaN	0.036371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2106	BRAF  | TGFB-UP 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.026856	NaN	NaN	NaN 
																					 
Model 2107	BRAF  | TGFB-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.036371	NaN 
																					 
Model 2111	KRAS  | BRAF 	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.058256	0.48831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2112	CREBBP  | BRAF 	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.058256	NaN	0.37138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2113	BRAF  | NF2 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44911	NaN	NaN	0.058256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2114	BRAF  | TGFB-UP 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.48831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.043015	NaN	NaN	NaN 
																					 
Model 2121	BRAF  | NRAS 	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44623	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2122	CREBBP  | BRAF 	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.045532	NaN	0.35483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2123	BRAF  | TGFB-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.045532	NaN 
																					 
Model 2124	BRAF  | NF2 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.41559	NaN	NaN	0.045532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2131	PTEN  | BRAF 	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.067877	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2132	KRAS  | BRAF 	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.044422	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2133	BRAF  | TGFB-UP 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.032801	NaN	NaN	NaN 
																					 
Model 2141	BRAF  | PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.27414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.065209	NaN	NaN 
																					 
Model 2142	CREBBP  | BRAF 	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.042676	NaN	0.18848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2143	KRAS  | BRAF 	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.042676	0.27414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2144	BRAF  | NF2 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.24542	NaN	NaN	0.042676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2145	BRAF  | TGFB-UP 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.27414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.031512	NaN	NaN	NaN 
																					 
Model 2151	BRAF  | PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.38209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.06135	NaN	NaN 
																					 
Model 2152	BRAF  | TGFB-UP 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.38209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.029647	NaN	NaN	NaN 
																					 
Model 2201	BRAF   |  PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
CV error: 0.1188	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 2202	PI3K_only-DOWN   |  BRAF 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 2203	BRAF   |  PTEN  & 昧F1 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	NaN	NaN	NaN	0.3812	0.055575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2204	BRAF   |  PTEN  & PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 2205	星TEN  & BRAF   |  PTEN  & 昧F1 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.35301	0.055575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2206	BRAF   |  昧F1  & PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3812	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 2207	BRAF   |  查19p12  & PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 2208	春RAS  & BRAF   |  PI3K_only-DOWN 	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 2209	星TEN  & BRAF   |  PI3K_only-DOWN 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.35301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22010	查(FANCG,PAX5)  & BRAF   |  PTEN  & 昧F1 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	0	NaN	NaN	0.17032	0.055575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22011	查(FANCG,PAX5)  & BRAF   |  PTEN  & NRAS 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	0	NaN	NaN	0.17032	NaN	0.055575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22012	星TEN  & BRAF   |  PTEN  & PI3K_only-DOWN 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.35301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22013	BRAF   |  PTEN  & NRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	NaN	NaN	NaN	0.3812	NaN	0.055575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22014	BRAF  & 昧F1   |  PTEN  & PI3K_only-DOWN 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.33032	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22015	BRAF  & 昧F1   |  PTEN  & 昧F1 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	NaN	NaN	NaN	0.33032	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22016	BRAF  & 昧F1   |  CREBBP  & 昧F1 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.036371	NaN	0.30819	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22017	BRAF   |  昧F1  & TGFB-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3812	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.036371	NaN 
																					 
Model 22018	BRAF  & 昧RAS   |  PTEN  & 昧F1 	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	NaN	NaN	NaN	0.28718	0.055575	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22019	查19p12  & BRAF   |  PTEN  & 昧F1 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	0	NaN	NaN	NaN	0.3812	0.055575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
