Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 1453	BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1454	¬d(FANCG,PAX5)  & BRAF 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.16682	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1455	¬d(FANCG,PAX5)  & BRAF  & ¬NF1 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.074351	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1456	¬d(FANCG,PAX5)  & BRAF  & ¬NF1  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1457	¬d(FANCG,PAX5)  & BRAF  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.063028	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1458	¬d(FANCG,PAX5)  & BRAF  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.16661	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1459	¬d(FANCG,PAX5)  & BRAF  & ¬TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.19646	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14510	¬d(FANCG,PAX5)  & BRAF  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.22817	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 14511	¬d(FANCG,PAX5)  & BRAF  & ¬H2O2-UP  & ¬TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.19626	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14512	¬d(FANCG,PAX5)  & BRAF  & ¬H2O2-UP  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.22796	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 14513	¬d(FANCG,PAX5)  & BRAF  & ¬TGFB-UP  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.25781	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0 /NaN 
Model 14514	¬d(FANCG,PAX5)  & BRAF  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.06282	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14515	¬d(FANCG,PAX5)  & BRAF  & ¬NRAS  & ¬TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.092675	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14516	¬d(FANCG,PAX5)  & BRAF  & ¬NRAS  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.063028	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 14517	¬PTEN  & BRAF 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.4048	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14518	¬PTEN  & BRAF  & ¬NF1 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.4048	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14519	¬PTEN  & ¬d(FANCG,PAX5)  & BRAF 	NA	-1/0	0/NaN	-1/0	0/NaN	0/NaN	1/0.1357	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14520	¬PTEN  & ¬d(FANCG,PAX5)  & BRAF  & ¬NF1 	NA	-1/0	0/NaN	-1/0	0/NaN	0/NaN	1/0.1357	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14521	¬PTEN  & BRAF  & ¬NRAS 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23966	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14522	¬PTEN  & BRAF  & ¬NRAS  & ¬H2O2-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23945	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14523	¬PTEN  & BRAF  & ¬NRAS  & ¬TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2693	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14524	¬PTEN  & BRAF  & ¬NRAS  & ¬PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23966	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 14525	¬PTEN  & ¬d(FANCG,PAX5)  & BRAF  & ¬NRAS 	NA	-1/0	0/NaN	-1/0	0/NaN	0/NaN	1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14526	¬PTEN  & BRAF  & ¬NF1  & ¬NRAS 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23966	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2101	BRAF  | PI3K_only-DOWN 	 0.35216	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.055575	0/NaN	0 /NaN 
Model 2102	CREBBP  | BRAF 	NA	0/NaN	0/NaN	0/NaN	1/0.036371	0/NaN	1/0.30819	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2103	KRAS  | BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	1/0.036371	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2104	BRAF  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35672	0/NaN	0/NaN	1/0.036371	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2105	BRAF  | EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30819	0/NaN	0/NaN	0/NaN	0/NaN	1/0.036371	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2106	BRAF  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.026856	0/NaN	0/NaN	0 /NaN 
Model 2107	BRAF  | TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.036371	0 /NaN 
Model 2111	KRAS  | BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	1/0.058256	1/0.48831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2112	CREBBP  | BRAF 	NA	0/NaN	0/NaN	0/NaN	1/0.058256	0/NaN	1/0.37138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2113	BRAF  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44911	0/NaN	0/NaN	1/0.058256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2114	BRAF  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.48831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.043015	0/NaN	0/NaN	0 /NaN 
Model 2121	BRAF  | NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	1/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2122	CREBBP  | BRAF 	NA	0/NaN	0/NaN	0/NaN	1/0.045532	0/NaN	1/0.35483	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2123	BRAF  | TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.045532	0 /NaN 
Model 2124	BRAF  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41559	0/NaN	0/NaN	1/0.045532	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2131	PTEN  | BRAF 	NA	1/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2132	KRAS  | BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	1/0.044422	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2133	BRAF  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.032801	0/NaN	0/NaN	0 /NaN 
Model 2141	BRAF  | PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.065209	0/NaN	0 /NaN 
Model 2142	CREBBP  | BRAF 	NA	0/NaN	0/NaN	0/NaN	1/0.042676	0/NaN	1/0.18848	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2143	KRAS  | BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	1/0.042676	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2144	BRAF  | NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.24542	0/NaN	0/NaN	1/0.042676	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2145	BRAF  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.27414	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.031512	0/NaN	0/NaN	0 /NaN 
Model 2151	BRAF  | PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.06135	0/NaN	0 /NaN 
Model 2152	BRAF  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38209	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.029647	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2201	BRAF   |  PI3K_only-DOWN 	 0.1188	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2202	PI3K_only-DOWN   |  BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2203	BRAF   |  PTEN  & ¬NF1 	NA	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2204	BRAF   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2205	¬PTEN  & BRAF   |  PTEN  & ¬NF1 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35301	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2206	BRAF   |  ¬NF1  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2207	BRAF   |  ¬d19p12  & PI3K_only-DOWN 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2208	¬KRAS  & BRAF   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2209	¬PTEN  & BRAF   |  PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35301	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22010	¬d(FANCG,PAX5)  & BRAF   |  PTEN  & ¬NF1 	NA	0/0.055575	0/NaN	-1/0	0/NaN	0/NaN	1/0.17032	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22011	¬d(FANCG,PAX5)  & BRAF   |  PTEN  & NRAS 	NA	0/0.055575	0/NaN	-1/0	0/NaN	0/NaN	1/0.17032	0/NaN	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22012	¬PTEN  & BRAF   |  PTEN  & PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35301	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22013	BRAF   |  PTEN  & NRAS 	NA	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22014	BRAF  & ¬NF1   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33032	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22015	BRAF  & ¬NF1   |  PTEN  & ¬NF1 	NA	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33032	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22016	BRAF  & ¬NF1   |  CREBBP  & ¬NF1 	NA	0/NaN	0/NaN	0/NaN	0/0.036371	0/NaN	1/0.30819	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0 
Model 22017	BRAF   |  ¬NF1  & TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3812	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.036371	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22018	BRAF  & ¬NRAS   |  PTEN  & ¬NF1 	NA	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	1/0.28718	0/0.055575	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22019	¬d19p12  & BRAF   |  PTEN  & ¬NF1 	NA	0/0.055575	-1/0	0/NaN	0/NaN	0/NaN	1/0.3812	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22020	¬d19p12  & BRAF   |  PI3K_only-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22021	BRAF  & ¬NF1   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33032	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22022	¬d19p12  & BRAF   |  ¬KRAS  & PI3K_only-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/0	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22023	¬d19p12  & BRAF   |  ¬NF1  & PI3K_only-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.3812	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22024	BRAF   |  ¬d(FANCG,PAX5)  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.3812	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.055575	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22025	¬KRAS  & BRAF   |  PTEN  & ¬NF1 	NA	0/0.055575	0/NaN	0/NaN	0/NaN	-1/0	1/0.3812	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22026	BRAF  & ¬NF2   |  PTEN  & ¬NF1 	NA	0/0.055575	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35672	0/0.055575	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
Model 2211	BRAF  & ¬H2O2-UP   |  TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3671	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0.058256	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1 
Model 2212	BRAF  & ¬H2O2-UP   |  EP300  & ¬Wnt-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3671	0/NaN	0/NaN	0/NaN	0/NaN	0/0.058256	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /0 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
