Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 13415	¬PTEN  & NF2  & ¬PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.40875	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 13416	¬PTEN  & NF2  & ¬Wnt-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33922	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model 13417	¬d19p12  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25821	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13418	¬d(FANCG,PAX5)  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.12976	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13419	¬d(FANCG,PAX5)  & ¬NF1  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.12976	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13420	¬d(FANCG,PAX5)  & ¬NRAS  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.098035	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13421	¬d(FANCG,PAX5)  & NF2  & ¬CDKN2A 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.060221	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13422	¬d19p12  & ¬NF1  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25821	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13423	¬d19p12  & ¬NRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.22649	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13424	¬d19p12  & NF2  & ¬CDKN2A 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18867	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13425	¬d19p12  & NF2  & ¬PIK3CA 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.24632	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13426	¬d19p12  & NF2  & ¬SMARCA4 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36856	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1351	¬BRAF  & ¬NF1  & ¬NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0.16879	-1/0.065117	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1352	NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25086	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1353	¬NF1  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.0031875	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1354	¬NRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.10686	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1355	¬NF1  & ¬NRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1356	¬d(FANCG,PAX5)  & ¬NRAS  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.019439	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1357	NF2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1201	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1358	¬NF1  & NF2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1359	¬NRAS  & NF2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.054983	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13510	¬NRAS  & NF2  & ¬d13q14.2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.019439	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13511	¬d(FANCG,PAX5)  & NF2  & ¬SMARCA4 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17691	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13512	¬NRAS  & NF2  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.19921	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13513	NF2  & ¬CDKN2A 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11378	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13514	NF2  & ¬SMARCA4  & ¬d13q14.2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17691	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13515	¬PTEN  & NF2  & ¬H2O2-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.038731	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13516	NF2  & ¬Wnt-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11378	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model 13517	¬d19p12  & NF2  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.032682	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13518	¬d(FANCG,PAX5)  & NF2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.032682	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13519	NF2  & ¬CDKN2A  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.061906	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13520	NF2  & ¬SMARCA4  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.21245	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13521	NF2  & ¬d13q14.2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.032682	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13522	NF2  & ¬H2O2-UP  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13523	NF2  & ¬H2O2-UP  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.30599	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 13524	NF2  & ¬H2O2-UP  & ¬Wnt-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.061906	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model 13525	NF2  & ¬CDKN2A  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13526	¬BRAF  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0.16879	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.051875	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1401	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	 0.64932	0/NaN	0/NaN	-1/0.092992	0/NaN	0/NaN	-1/0	-1/0.070387	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044874	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1402	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0.092992	0/NaN	0/NaN	-1/0	-1/0.070387	-1/0.022966	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1403	¬PTEN  & ¬d(FANCG,PAX5)  & ¬BRAF  & ¬NRAS 	NA	-1/0.070387	0/NaN	-1/0.16861	0/NaN	0/NaN	-1/0	0/NaN	-1/0.056329	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1411	¬NF1  & ¬CDKN2A  & ¬H2O2-UP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.098767	0/NaN	0/NaN	0 /NaN 
Model 1412	¬NF1  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23152	0/NaN	0/NaN	0 /NaN 
Model 1413	¬NF1  & ¬CDKN2A  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16133	0/NaN	0/NaN	0 /NaN 
Model 1414	TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model 1415	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.094582	0/NaN	0/NaN	0 /NaN 
Model 1416	¬CDKN2A  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3649	0/NaN	0/NaN	0 /NaN 
Model 1417	¬PTEN  & ¬BRAF  & ¬NRAS  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29765	0/NaN	0/NaN	0 /NaN 
Model 1418	¬PTEN  & ¬BRAF  & ¬H2O2-UP  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.31362	0/NaN	0/NaN	0 /NaN 
Model 1419	¬H2O2-UP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.37252	0/NaN	0/NaN	0 /NaN 
Model 14110	¬PTEN  & ¬BRAF  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.37618	0/NaN	0/NaN	0 /NaN 
Model 14111	¬PTEN  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.38346	0/NaN	0/NaN	0 /NaN 
Model 14112	¬BRAF  & ¬NF1  & ¬SMARCA4  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.22423	0/NaN	0/NaN	0 /NaN 
Model 14113	¬d(FANCG,PAX5)  & ¬NF1  & ¬H2O2-UP  & TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.039301	0/NaN	0/NaN	0 /NaN 
Model 14114	¬BRAF  & ¬NF1  & ¬H2O2-UP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.16167	0/NaN	0/NaN	0 /NaN 
Model 14115	¬d(FANCG,PAX5)  & ¬IL-1-UP  & TGFB-UP  & ¬Wnt-DOWN 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.080876	0/NaN	0/NaN	-1 /0 
Model 14116	¬PTEN  & ¬d(FANCG,PAX5)  & ¬BRAF  & TGFB-UP 	NA	-1/0	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1411	0/NaN	0/NaN	0 /NaN 
Model 14117	¬BRAF  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.4278	0/NaN	0/NaN	0 /NaN 
Model 14118	¬d(FANCG,PAX5)  & TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2	0/NaN	0/NaN	0 /NaN 
Model 14119	¬NF1  & ¬H2O2-UP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.16895	0/NaN	0/NaN	0 /NaN 
Model 14120	¬PIK3CA  & ¬IL-1-UP  & TGFB-UP  & ¬Wnt-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	1/0.19852	0/NaN	0/NaN	-1 /0 
Model 14121	¬d(FANCG,PAX5)  & ¬NRAS  & ¬CDKN2A  & TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.097795	0/NaN	0/NaN	0 /NaN 
Model 14122	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & TGFB-UP 	NA	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.069845	0/NaN	0/NaN	0 /NaN 
Model 14123	¬NRAS  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.40306	0/NaN	0/NaN	0 /NaN 
Model 14124	¬BRAF  & ¬NF1  & ¬EP300  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.22423	0/NaN	0/NaN	0 /NaN 
Model 14125	¬NF1  & ¬EP300  & ¬IL-1-UP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.29395	0/NaN	0/NaN	0 /NaN 
Model 14126	¬NRAS  & ¬H2O2-UP  & ¬IL-1-UP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0.18613	0/NaN	0/NaN	0 /NaN 
Model 1421	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.11141	0/NaN	0/NaN	-1/0	-1/0.084329	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.053762	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1422	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0.11141	0/NaN	0/NaN	-1/0	-1/0.084329	-1/0.027514	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1423	¬PTEN  & ¬d(FANCG,PAX5)  & ¬BRAF  & ¬NRAS 	NA	-1/0.084329	0/NaN	-1/0.20201	0/NaN	0/NaN	-1/0	0/NaN	-1/0.067486	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1431	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.10824	0/NaN	0/NaN	-1/0	-1/0.08193	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.052233	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1441	NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29976	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1442	NF2  & ¬d13q14.2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25821	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1443	¬d(FANCG,PAX5)  & ¬NF1  & NF2  & ¬d13q14.2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.12976	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1444	¬PTEN  & ¬NRAS  & NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.33095	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1445	¬d19p12  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25821	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1446	NF2  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.47302	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1447	¬d(FANCG,PAX5)  & ¬NF1  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.12976	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1448	¬PTEN  & NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.40875	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1449	¬PTEN  & ¬d19p12  & NF2 	NA	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.3043	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14410	¬d19p12  & ¬d(FANCG,PAX5)  & NF2 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.12976	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14411	¬PTEN  & ¬d19p12  & ¬d(FANCG,PAX5)  & NF2 	NA	-1/0	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.17584	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14412	¬d(FANCG,PAX5)  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.12976	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14413	¬d19p12  & ¬NF1  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25821	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14414	¬d19p12  & ¬NF1  & ¬NRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0.22649	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14415	¬d19p12  & ¬NRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.22649	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14416	¬d19p12  & ¬NRAS  & NF2  & ¬CDKN2A 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.15695	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
