		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 1343	星TEN  & NF2 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.40875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1344	昧F1  & NF2 	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.25821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1345	星TEN  & 查19p12  & NF2 	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	0	NaN	NaN	NaN	NaN	NaN	NaN	0.3043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1346	查19p12  & 查(FANCG,PAX5)  & NF2 	0	-1	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	0	NaN	NaN	NaN	NaN	NaN	0.12976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1347	星TEN  & 查(FANCG,PAX5)  & NF2 	-1	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0	NaN	NaN	NaN	NaN	NaN	0.17584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1348	星TEN  & 昧F1  & NF2 	-1	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	0	NaN	0.3043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1349	星TEN  & 昧RAS  & NF2 	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0.33095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13410	星TEN  & NF2  & 拴DKN2A 	-1	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.33922	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13411	星TEN  & NF2  & 星IK3CA 	-1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.39686	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13412	星TEN  & NF2  & 昤MARCA4 	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5191	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13413	星TEN  & NF2  & 查13q14.2 	-1	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3043	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13414	星TEN  & NF2  & 施L-1-UP 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25581	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 13415	星TEN  & NF2  & 星I3K_only-DOWN 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.40875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 13416	星TEN  & NF2  & 柱nt-DOWN 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.33922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0 
																					 
Model 13417	查19p12  & NF2 	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.25821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13418	查(FANCG,PAX5)  & NF2 	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.12976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13419	查(FANCG,PAX5)  & 昧F1  & NF2 	0	0	-1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	0	NaN	0.12976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13420	查(FANCG,PAX5)  & 昧RAS  & NF2 	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0.098035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13421	查(FANCG,PAX5)  & NF2  & 拴DKN2A 	0	0	-1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.060221	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13422	查19p12  & 昧F1  & NF2 	0	-1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	0	NaN	0.25821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13423	查19p12  & 昧RAS  & NF2 	0	-1	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0.22649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13424	查19p12  & NF2  & 拴DKN2A 	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.18867	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13425	查19p12  & NF2  & 星IK3CA 	0	-1	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.24632	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13426	查19p12  & NF2  & 昤MARCA4 	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.36856	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1351	拾RAF  & 昧F1  & 昧RAS 	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	0.16879	0.065117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1352	NF2 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1353	昧F1  & NF2 	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.0031875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1354	昧RAS  & NF2 	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.10686	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1355	昧F1  & 昧RAS  & NF2 	0	0	0	0	0	0	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1356	查(FANCG,PAX5)  & 昧RAS  & NF2 	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0.019439	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1357	NF2  & 斫2O2-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1201	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1358	昧F1  & NF2  & 斫2O2-UP 	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1359	昧RAS  & NF2  & 斫2O2-UP 	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.054983	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13510	昧RAS  & NF2  & 查13q14.2 	0	0	0	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.019439	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13511	查(FANCG,PAX5)  & NF2  & 昤MARCA4 	0	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.17691	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13512	昧RAS  & NF2  & 昤MARCA4 	0	0	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.19921	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13513	NF2  & 拴DKN2A 	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11378	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13514	NF2  & 昤MARCA4  & 查13q14.2 	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17691	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13515	星TEN  & NF2  & 斫2O2-UP 	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.038731	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13516	NF2  & 柱nt-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.11378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0 
																					 
Model 13517	查19p12  & NF2  & 斫2O2-UP 	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.032682	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13518	查(FANCG,PAX5)  & NF2  & 斫2O2-UP 	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.032682	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13519	NF2  & 拴DKN2A  & 斫2O2-UP 	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.061906	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13520	NF2  & 昤MARCA4  & 斫2O2-UP 	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21245	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13521	NF2  & 查13q14.2  & 斫2O2-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.032682	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13522	NF2  & 斫2O2-UP  & 施L-1-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN 
																					 
Model 13523	NF2  & 斫2O2-UP  & 曷GFB-UP 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30599	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN 
																					 
Model 13524	NF2  & 斫2O2-UP  & 柱nt-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.061906	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0 
																					 
Model 13525	NF2  & 拴DKN2A  & 施L-1-UP 	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 13526	拾RAF  & 昧F1  & 斫2O2-UP 	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	0.16879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.051875	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1401	查(FANCG,PAX5)  & 拾RAF  & 昧F1  & 斫2O2-UP 	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
CV error: 0.64932	Feature Importance Scores:	NaN	NaN	0.092992	NaN	NaN	0	0.070387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.044874	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1402	查(FANCG,PAX5)  & 拾RAF  & 昧F1  & 昧RAS 	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.092992	NaN	NaN	0	0.070387	0.022966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1403	星TEN  & 查(FANCG,PAX5)  & 拾RAF  & 昧RAS 	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.070387	NaN	0.16861	NaN	NaN	0	NaN	0.056329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1411	昧F1  & 拴DKN2A  & 斫2O2-UP  & TGFB-UP 	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	0.098767	NaN	NaN	NaN 
																					 
Model 1412	昧F1  & TGFB-UP 	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23152	NaN	NaN	NaN 
																					 
Model 1413	昧F1  & 拴DKN2A  & TGFB-UP 	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.16133	NaN	NaN	NaN 
																					 
Model 1414	TGFB-UP 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2242	NaN	NaN	NaN 
																					 
Model 1415	查(FANCG,PAX5)  & 拾RAF  & 昧F1  & TGFB-UP 	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.094582	NaN	NaN	NaN 
																					 
Model 1416	拴DKN2A  & TGFB-UP 	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.3649	NaN	NaN	NaN 
																					 
Model 1417	星TEN  & 拾RAF  & 昧RAS  & TGFB-UP 	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29765	NaN	NaN	NaN 
																					 
Model 1418	星TEN  & 拾RAF  & 斫2O2-UP  & TGFB-UP 	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.31362	NaN	NaN	NaN 
																					 
Model 1419	斫2O2-UP  & TGFB-UP 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.37252	NaN	NaN	NaN 
																					 
Model 14110	星TEN  & 拾RAF  & TGFB-UP 	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.37618	NaN	NaN	NaN 
																					 
Model 14111	星TEN  & TGFB-UP 	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.38346	NaN	NaN	NaN 
																					 
Model 14112	拾RAF  & 昧F1  & 昤MARCA4  & TGFB-UP 	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.22423	NaN	NaN	NaN 
																					 
Model 14113	查(FANCG,PAX5)  & 昧F1  & 斫2O2-UP  & TGFB-UP 	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.039301	NaN	NaN	NaN 
																					 
Model 14114	拾RAF  & 昧F1  & 斫2O2-UP  & TGFB-UP 	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.16167	NaN	NaN	NaN 
																					 
Model 14115	查(FANCG,PAX5)  & 施L-1-UP  & TGFB-UP  & 柱nt-DOWN 	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	-1 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.080876	NaN	NaN	0 
																					 
Model 14116	星TEN  & 查(FANCG,PAX5)  & 拾RAF  & TGFB-UP 	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1411	NaN	NaN	NaN 
																					 
Model 14117	拾RAF  & TGFB-UP 	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4278	NaN	NaN	NaN 
																					 
Model 14118	查(FANCG,PAX5)  & TGFB-UP 	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2	NaN	NaN	NaN 
																					 
Model 14119	昧F1  & 斫2O2-UP  & TGFB-UP 	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0.16895	NaN	NaN	NaN 
																					 
Model 14120	星IK3CA  & 施L-1-UP  & TGFB-UP  & 柱nt-DOWN 	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	-1 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0.19852	NaN	NaN	0 
																					 
Model 14121	查(FANCG,PAX5)  & 昧RAS  & 拴DKN2A  & TGFB-UP 	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0.097795	NaN	NaN	NaN 
																					 
Model 14122	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & TGFB-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	0	NaN	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.069845	NaN	NaN	NaN 
																					 
Model 14123	昧RAS  & TGFB-UP 	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.40306	NaN	NaN	NaN 
																					 
Model 14124	拾RAF  & 昧F1  & 挂P300  & TGFB-UP 	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0.22423	NaN	NaN	NaN 
																					 
Model 14125	昧F1  & 挂P300  & 施L-1-UP  & TGFB-UP 	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	0.29395	NaN	NaN	NaN 
																					 
Model 14126	昧RAS  & 斫2O2-UP  & 施L-1-UP  & TGFB-UP 	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0.18613	NaN	NaN	NaN 
																					 
Model 1421	查(FANCG,PAX5)  & 拾RAF  & 昧F1  & 斫2O2-UP 	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.11141	NaN	NaN	0	0.084329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.053762	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1422	查(FANCG,PAX5)  & 拾RAF  & 昧F1  & 昧RAS 	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.11141	NaN	NaN	0	0.084329	0.027514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1423	星TEN  & 查(FANCG,PAX5)  & 拾RAF  & 昧RAS 	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.084329	NaN	0.20201	NaN	NaN	0	NaN	0.067486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
